date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:29:50	51606/51606	---M-Z	200	added ('OK')	text/html	etag:%22c996-6349e3c031b0a-gzip%22	https://shreethemes.in/orderit/layouts/blog-sidebar.html	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/blog-sidebar.html	(from https://shreethemes.in/orderit/layouts/index.html)
14:29:51	43397/43397	---M-Z	200	added ('OK')	text/html	etag:%22a985-6349e3c031b0a-gzip%22	https://shreethemes.in/orderit/layouts/blog-detail.html	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/blog-detail.html	(from https://shreethemes.in/orderit/layouts/index.html)
14:29:51	5399/5399	---M-Z	200	added ('OK')	text/html	etag:%221517-6349e3c031b0a-gzip%22	https://shreethemes.in/orderit/layouts/login.html	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/login.html	(from https://shreethemes.in/orderit/layouts/index.html)
14:29:51	5503/5503	---M-Z	200	added ('OK')	text/html	etag:%22157f-6349e3c031b0a-gzip%22	https://shreethemes.in/orderit/layouts/signup.html	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/signup.html	(from https://shreethemes.in/orderit/layouts/index.html)
14:29:52	4482/4482	---M-Z	200	added ('OK')	text/html	etag:%221182-6349e3c031b0a-gzip%22	https://shreethemes.in/orderit/layouts/forgot-password.html	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/forgot-password.html	(from https://shreethemes.in/orderit/layouts/index.html)
14:29:52	4013/4013	---M-Z	200	added ('OK')	text/html	etag:%22fad-6349e3c031b0a-gzip%22	https://shreethemes.in/orderit/layouts/comingsoon.html	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/comingsoon.html	(from https://shreethemes.in/orderit/layouts/index.html)
14:29:53	3623/3623	---M-Z	200	added ('OK')	text/html	etag:%22e27-6349e3c031b0a-gzip%22	https://shreethemes.in/orderit/layouts/maintenance.html	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/maintenance.html	(from https://shreethemes.in/orderit/layouts/index.html)
14:29:53	26559/26559	---M-Z	200	added ('OK')	text/html	etag:%2267bf-6349e3c031b0a-gzip%22	https://shreethemes.in/orderit/layouts/error.html	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/error.html	(from https://shreethemes.in/orderit/layouts/index.html)
14:29:53	31936/31936	---M-Z	200	added ('OK')	text/html	etag:%227cc0-6349e3c031b0a-gzip%22	https://shreethemes.in/orderit/layouts/contactus.html	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/contactus.html	(from https://shreethemes.in/orderit/layouts/index.html)
14:29:54	80085/80085	---M--	200	added ('OK')	image/png	etag:%22138d5-6349e3bff42a5%22	https://shreethemes.in/orderit/layouts/assets/images/bg/bg1.png	C:/Users/hp/Desktop/foodstore/Food%20Store/shreethemes.in/orderit/layouts/assets/images/bg/bg1.png	(from https://shreethemes.in/orderit/layouts/index.html)
